id,id_pengambil,id_consumable,tanggal_peminjaman,jumlah
TC9120802582,Zaccheus,C912,21/08/2002,582
TC1410511525,Ophelia,C141,28/05/2011,525
TC0490814727,Ophelia,C049,20/08/2014,727
TC7051217607,Beatrice,C705,19/12/2017,607
TC7581004873,Sven,C758,13/10/2004,873
TC4460313982,Sven,C446,20/03/2013,982
TC6710119565,Courtney,C671,10/01/2019,565
TC4621000600,Ursula,C462,15/10/2000,600
TC1530305705,Victoria,C153,09/03/2005,705
TC3260300540,Ava,C326,18/03/2000,540
TC4241201553,Victoria,C424,13/12/2001,553
TC4031020235,Ava,C403,04/10/2020,235
TC8440913943,Faris,C844,22/09/2013,943
TC1180918166,Yaeger,C118,09/09/2018,166
TC5860916365,Yaeger,C586,10/09/2016,365
TC0230420787,Dave,C023,28/04/2020,787
TC3030913358,Ursula,C303,05/09/2013,358
TC5480704918,Ava,C548,28/07/2004,918
TC4591015513,Ursula,C459,11/10/2015,513
TC0030614559,Faris,C003,05/06/2014,559
TC6401013146,Yaeger,C640,24/10/2013,146
TC8410515096,Yaeger,C841,10/05/2015,96
TC1161020318,Zaccheus,C116,14/10/2020,318
TC2880314604,Ethan,C288,13/03/2014,604
TC6140812557,George,C614,24/08/2012,557
TC0200607753,Maureen,C020,10/06/2007,753
TC3630202893,Dave,C363,26/02/2002,893
TC3860217299,Nobita,C386,13/02/2017,299
TC7001010436,Yaeger,C700,18/10/2010,436
TC7550916554,Jean,C755,16/09/2016,554
TC9000812546,Priscilla,C900,18/08/2012,546
TC1330710858,Nobita,C133,06/07/2010,858
TC4480215408,Ursula,C448,07/02/2015,408
TC0020509567,Nobita,C002,21/05/2009,567
TC8691104712,Ava,C869,12/11/2004,712
TC7050716213,Sven,C705,26/07/2016,213
TC5760202626,Faris,C576,23/02/2002,626
TC5760716837,Hamilton,C576,21/07/2016,837
TC0370807227,Faris,C037,15/08/2007,227
TC5531006653,Yaeger,C553,21/10/2006,653
TC9490711221,Nobita,C949,02/07/2011,221
TC4571207211,Beatrice,C457,11/12/2007,211
TC2340609336,Randal,C234,07/06/2009,336
TC4370919624,Hamilton,C437,08/09/2019,624
TC2450812336,Laetitia,C245,02/08/2012,336
TC7861220622,Faris,C786,16/12/2020,622
TC9230619102,Hamilton,C923,13/06/2019,102
TC7450114657,Ethan,C745,10/01/2014,657
TC6490114319,Jean,C649,06/01/2014,319
TC9530408808,George,C953,18/04/2008,808
TC0991108288,Zaccheus,C099,28/11/2008,288
TC7140509692,Ethan,C714,12/05/2009,692
TC0780308116,Ava,C078,10/03/2008,116
TC7230200413,Faris,C723,10/02/2000,413
TC2530718318,Ophelia,C253,17/07/2018,318
TC0320700003,Tabatha,C032,27/07/2000,3
TC4001107766,George,C400,11/11/2007,766
TC1620519041,Dave,C162,22/05/2019,41
TC5530804652,William,C553,09/08/2004,652
TC4331207381,Laetitia,C433,07/12/2007,381
TC3891004826,Courtney,C389,25/10/2004,826
TC4680300436,Faris,C468,27/03/2000,436
TC6130809204,Quake,C613,03/08/2009,204
TC8610804147,Hamilton,C861,28/08/2004,147
TC9230107815,Ursula,C923,24/01/2007,815
TC2200200381,Jean,C220,28/02/2000,381
TC1590306054,Tabatha,C159,19/03/2006,54
TC7701108265,Ignis,C770,02/11/2008,265
TC7741217813,Ethan,C774,17/12/2017,813
TC5060207776,Ava,C506,15/02/2007,776
TC7680711033,Dave,C768,20/07/2011,33
TC4320307546,Xander,C432,08/03/2007,546
TC5300920337,Randal,C530,05/09/2020,337
TC2500317042,Jean,C250,04/03/2017,42
TC0140212214,Faris,C014,12/02/2012,214
TC9471206089,Jean,C947,06/12/2006,89
TC4990210711,Nobita,C499,28/02/2010,711
TC0211002737,Jean,C021,13/10/2002,737
TC0261218625,Faris,C026,06/12/2018,625
TC2561201758,Zaccheus,C256,08/12/2001,758
TC1050417278,William,C105,27/04/2017,278
TC5721106244,George,C572,11/11/2006,244
TC3140409744,Laetitia,C314,25/04/2009,744
TC3160520055,Zaccheus,C316,02/05/2020,55
TC9290816645,Beatrice,C929,24/08/2016,645
TC9770608798,William,C977,13/06/2008,798
TC4910608845,Ava,C491,07/06/2008,845
TC3880412409,Yaeger,C388,10/04/2012,409
TC9860719492,Faris,C986,03/07/2019,492
TC1330909870,Ava,C133,06/09/2009,870
TC5881013002,Victoria,C588,09/10/2013,2
TC4601004849,Maureen,C460,01/10/2004,849
TC8060402853,Maureen,C806,28/04/2002,853
TC7080409270,Ophelia,C708,23/04/2009,270
TC6671215177,Courtney,C667,14/12/2015,177
TC3211109022,Ophelia,C321,23/11/2009,22
TC0170605182,Hamilton,C017,16/06/2005,182
TC1880617096,Laetitia,C188,18/06/2017,96
TC2900111168,William,C290,17/01/2011,168
TC9280819714,Ethan,C928,02/08/2019,714
TC9640317342,Nobita,C964,24/03/2017,342
TC3150709026,William,C315,07/07/2009,26
TC3370716832,Ava,C337,06/07/2016,832
TC4060920790,Ethan,C406,24/09/2020,790
TC8811200715,Dave,C881,23/12/2000,715
TC8430300613,Ethan,C843,05/03/2000,613
TC4150500058,George,C415,15/05/2000,58
TC2370214526,Laetitia,C237,11/02/2014,526
TC8630402531,Quake,C863,25/04/2002,531
TC4520906245,Ethan,C452,23/09/2006,245
TC8450505729,William,C845,08/05/2005,729
TC6240610849,Faris,C624,19/06/2010,849
TC4880202885,Quake,C488,27/02/2002,885
TC5731116773,Ignis,C573,28/11/2016,773
TC0660514458,George,C066,16/05/2014,458
TC7281209564,Dave,C728,24/12/2009,564
TC4320113004,Laetitia,C432,16/01/2013,4
TC4140618648,Yaeger,C414,13/06/2018,648
TC3820119222,Nobita,C382,10/01/2019,222
TC3560109956,Ignis,C356,27/01/2009,956
TC1860519001,Ophelia,C186,09/05/2019,1
TC1801217823,Courtney,C180,20/12/2017,823
TC4670417236,Tabatha,C467,01/04/2017,236
TC6660305841,Quake,C666,04/03/2005,841
TC9101207158,Yaeger,C910,13/12/2007,158
TC0590408123,Jean,C059,06/04/2008,123
TC8020406408,Yaeger,C802,27/04/2006,408
TC8121106134,Yaeger,C812,09/11/2006,134
TC1211015367,Randal,C121,28/10/2015,367
TC0520802723,Zaccheus,C052,14/08/2002,723
TC7770116693,Ophelia,C777,15/01/2016,693
TC5870805735,William,C587,01/08/2005,735
TC0450112325,Maureen,C045,09/01/2012,325
TC7150514399,Laetitia,C715,03/05/2014,399
TC6001100380,Hamilton,C600,26/11/2000,380
TC1441020606,Jean,C144,08/10/2020,606
TC4750103478,Ignis,C475,11/01/2003,478
TC3650514700,Hamilton,C365,08/05/2014,700
TC0580112322,George,C058,28/01/2012,322
TC1730220546,Priscilla,C173,06/02/2020,546
TC8290306834,Xander,C829,05/03/2006,834
TC9800306761,Xander,C980,12/03/2006,761
TC8760111021,Ignis,C876,07/01/2011,21
TC6320919581,Sven,C632,07/09/2019,581
TC2330706695,Xander,C233,15/07/2006,695
TC6610814641,Ignis,C661,02/08/2014,641
TC0921206943,Laetitia,C092,22/12/2006,943
TC1661200414,Randal,C166,28/12/2000,414
TC3880505024,Laetitia,C388,04/05/2005,24
TC4270602405,Sven,C427,08/06/2002,405
TC1330500570,Nobita,C133,27/05/2000,570
TC1350301785,Faris,C135,24/03/2001,785
TC2550317259,Yaeger,C255,05/03/2017,259
TC6820119205,Ursula,C682,25/01/2019,205
TC4280516349,Yaeger,C428,14/05/2016,349
TC9591203849,Ophelia,C959,15/12/2003,849
TC7130509286,Katnis,C713,25/05/2009,286
TC0671015160,Zaccheus,C067,28/10/2015,160
TC9020214680,Ava,C902,23/02/2014,680
TC9681105295,Laetitia,C968,27/11/2005,295
TC2301118895,Tabatha,C230,18/11/2018,895
TC2240412323,Nobita,C224,11/04/2012,323
TC1731003743,Zaccheus,C173,10/10/2003,743
TC0021101256,Beatrice,C002,20/11/2001,256
TC1680206135,Ethan,C168,12/02/2006,135
TC4530212269,Jean,C453,26/02/2012,269
TC0560710656,Ursula,C056,19/07/2010,656
TC8831209484,Ethan,C883,17/12/2009,484
TC6651207057,Ignis,C665,01/12/2007,57
TC6301208331,Randal,C630,07/12/2008,331
TC5211117422,Priscilla,C521,14/11/2017,422
TC4601005832,Ava,C460,11/10/2005,832
TC9720318257,George,C972,22/03/2018,257
TC4670415354,Yaeger,C467,01/04/2015,354
TC3050808100,Courtney,C305,13/08/2008,100
TC0571215535,Nobita,C057,10/12/2015,535
TC0620117838,Dave,C062,17/01/2017,838
TC1560905132,Beatrice,C156,09/09/2005,132
TC1381219857,Ethan,C138,17/12/2019,857
TC5460217954,Xander,C546,16/02/2017,954
TC3260516712,Jean,C326,03/05/2016,712
TC5140404918,Dave,C514,21/04/2004,918
TC2120819519,Priscilla,C212,14/08/2019,519
TC8150602487,Zaccheus,C815,01/06/2002,487
TC8550518700,Courtney,C855,17/05/2018,700
TC6430512448,Beatrice,C643,02/05/2012,448
TC8701005819,Ethan,C870,05/10/2005,819
TC5150404588,Ethan,C515,14/04/2004,588
TC3201109110,Laetitia,C320,10/11/2009,110
TC0301006170,Dave,C030,20/10/2006,170
TC3961111694,Xander,C396,19/11/2011,694
TC4891006714,Laetitia,C489,15/10/2006,714
TC2150308795,Hamilton,C215,16/03/2008,795
TC2850311416,Beatrice,C285,06/03/2011,416
TC6431115094,Yaeger,C643,17/11/2015,94
TC8061003381,Katnis,C806,22/10/2003,381
TC9280706908,George,C928,01/07/2006,908
TC1780205905,Beatrice,C178,06/02/2005,905
TC9980210415,George,C998,17/02/2010,415
TC3981114324,Ursula,C398,11/11/2014,324
TC8010605708,Randal,C801,03/06/2005,708
TC3051108086,Courtney,C305,02/11/2008,86
TC6601020926,Laetitia,C660,13/10/2020,926
TC9050820480,Dave,C905,21/08/2020,480
TC3121014597,William,C312,07/10/2014,597
TC3380814133,William,C338,23/08/2014,133
TC8940512852,Nobita,C894,03/05/2012,852
TC6270419074,Sven,C627,15/04/2019,74
TC8130319019,Xander,C813,05/03/2019,19
TC8270306818,George,C827,03/03/2006,818
TC1970302863,William,C197,13/03/2002,863
TC4390118304,Nobita,C439,12/01/2018,304
TC7830415745,George,C783,14/04/2015,745
TC4050101295,Quake,C405,13/01/2001,295
TC0170718975,Ethan,C017,13/07/2018,975
TC9861200661,Nobita,C986,27/12/2000,661
TC8630619148,Faris,C863,28/06/2019,148
TC7611106482,Tabatha,C761,16/11/2006,482
TC5670915085,William,C567,06/09/2015,85
TC8610714587,Maureen,C861,13/07/2014,587
TC9740314657,Sven,C974,13/03/2014,657
TC2421103260,Victoria,C242,05/11/2003,260
TC5210706735,Priscilla,C521,05/07/2006,735
TC6300501290,Ava,C630,08/05/2001,290
TC3151214100,Quake,C315,12/12/2014,100
TC3980311024,Jean,C398,27/03/2011,24
TC5430400748,Laetitia,C543,20/04/2000,748
TC0751012794,Tabatha,C075,05/10/2012,794
TC9581218337,Priscilla,C958,07/12/2018,337
TC8900700959,Beatrice,C890,22/07/2000,959
TC3740514191,Dave,C374,12/05/2014,191
TC6351103838,Tabatha,C635,14/11/2003,838
TC2760915422,Beatrice,C276,20/09/2015,422
TC5541218277,William,C554,07/12/2018,277
TC8981217443,Yaeger,C898,15/12/2017,443
TC9130708259,Ethan,C913,05/07/2008,259
TC3480708688,Ursula,C348,14/07/2008,688
TC5160505540,William,C516,01/05/2005,540
TC0570507411,George,C057,03/05/2007,411
TC3920906996,Randal,C392,10/09/2006,996
TC9880200388,Ursula,C988,10/02/2000,388
TC7001113387,Priscilla,C700,27/11/2013,387
TC9281114350,Dave,C928,18/11/2014,350
TC8140710027,Katnis,C814,24/07/2010,27
TC2631101711,Laetitia,C263,08/11/2001,711
TC8971003072,Priscilla,C897,27/10/2003,72
TC2571013377,Maureen,C257,13/10/2013,377
TC6981019444,Jean,C698,09/10/2019,444
TC2090606555,Quake,C209,18/06/2006,555
TC2651019103,Courtney,C265,12/10/2019,103
TC8961202997,William,C896,12/12/2002,997
TC4440616520,Randal,C444,06/06/2016,520
TC4551100269,Xander,C455,12/11/2000,269
TC7940707628,Ethan,C794,15/07/2007,628
TC0251115775,Victoria,C025,14/11/2015,775
TC6630308839,Ophelia,C663,01/03/2008,839
TC2870809350,Laetitia,C287,21/08/2009,350
TC0141110965,Ursula,C014,01/11/2010,965
TC3771004506,Laetitia,C377,11/10/2004,506
TC8731216538,Xander,C873,06/12/2016,538
TC4480903295,Quake,C448,24/09/2003,295
TC8770100730,Ethan,C877,10/01/2000,730
TC0550419555,Ursula,C055,10/04/2019,555
TC5590807828,Laetitia,C559,03/08/2007,828
TC1130506725,Ursula,C113,07/05/2006,725
TC4310519473,Courtney,C431,16/05/2019,473
TC3150713343,Ethan,C315,12/07/2013,343
TC1340618307,Katnis,C134,25/06/2018,307
TC9160901523,Ava,C916,11/09/2001,523
TC5500110121,Ophelia,C550,18/01/2010,121
TC6851118143,Nobita,C685,09/11/2018,143
TC9810219911,Ava,C981,02/02/2019,911
TC8650306868,Ophelia,C865,19/03/2006,868
TC9320317548,Zaccheus,C932,07/03/2017,548
TC7610208158,Sven,C761,21/02/2008,158
TC8370708996,Laetitia,C837,28/07/2008,996
TC0180907555,Laetitia,C018,17/09/2007,555
TC8831206445,Jean,C883,10/12/2006,445
TC0120915620,Faris,C012,24/09/2015,620
TC1551219145,Laetitia,C155,25/12/2019,145
TC6430813263,Xander,C643,18/08/2013,263
TC7200816391,William,C720,17/08/2016,391
TC4311116246,Laetitia,C431,02/11/2016,246
TC6680916279,Dave,C668,16/09/2016,279
TC4050918696,Zaccheus,C405,12/09/2018,696
TC3080914971,Courtney,C308,28/09/2014,971
TC6930711499,Tabatha,C693,05/07/2011,499
TC4541015120,Maureen,C454,04/10/2015,120
TC6260200644,Nobita,C626,16/02/2000,644
TC1770301817,Maureen,C177,21/03/2001,817
TC7530812949,Tabatha,C753,01/08/2012,949
TC8831105411,Ethan,C883,24/11/2005,411
TC9050813225,Tabatha,C905,01/08/2013,225
TC9880400258,Ethan,C988,26/04/2000,258
TC1390308671,Ethan,C139,04/03/2008,671
TC2230820371,Courtney,C223,10/08/2020,371
TC9280302324,Ophelia,C928,16/03/2002,324
TC2371116570,Laetitia,C237,06/11/2016,570
TC4981010781,Ava,C498,28/10/2010,781
TC9231101798,Nobita,C923,20/11/2001,798
TC1320203419,Yaeger,C132,01/02/2003,419
TC9150906671,Ignis,C915,11/09/2006,671
TC7200503943,Randal,C720,13/05/2003,943
TC5160202908,Hamilton,C516,06/02/2002,908
TC5790619838,Beatrice,C579,07/06/2019,838
TC7570715776,William,C757,06/07/2015,776
TC2400413910,Katnis,C240,14/04/2013,910
TC4840209626,Dave,C484,03/02/2009,626
TC4990711447,Ethan,C499,06/07/2011,447
TC3170304699,Laetitia,C317,04/03/2004,699
TC7130905979,Laetitia,C713,04/09/2005,979
TC6471003751,Quake,C647,23/10/2003,751
TC6800701320,Xander,C680,16/07/2001,320
TC2320302730,Dave,C232,14/03/2002,730
TC7950316064,William,C795,13/03/2016,64
TC9951006545,Laetitia,C995,23/10/2006,545
TC9470507206,George,C947,23/05/2007,206
TC1120902631,Victoria,C112,04/09/2002,631
TC0890719805,Courtney,C089,08/07/2019,805
TC5521200138,Sven,C552,25/12/2000,138
TC0550519425,Hamilton,C055,23/05/2019,425
TC5131203726,Ophelia,C513,02/12/2003,726
TC1170108675,Maureen,C117,26/01/2008,675
TC0671202388,Ava,C067,22/12/2002,388
TC6861100695,Ethan,C686,15/11/2000,695
TC2480212810,George,C248,04/02/2012,810
TC3331019597,Quake,C333,05/10/2019,597
TC2190118215,Priscilla,C219,03/01/2018,215
TC0170200292,Xander,C017,28/02/2000,292
TC2220819311,Courtney,C222,16/08/2019,311
TC5580316175,Hamilton,C558,02/03/2016,175
TC1241013731,Ethan,C124,07/10/2013,731
TC2550215608,Ignis,C255,27/02/2015,608
TC2801209208,Xander,C280,19/12/2009,208
TC1560907086,William,C156,07/09/2007,86
TC6831007585,Beatrice,C683,21/10/2007,585
TC9410418772,Hamilton,C941,26/04/2018,772
TC1521020155,Katnis,C152,02/10/2020,155
TC1720905161,Randal,C172,15/09/2005,161
TC1930419335,Quake,C193,06/04/2019,335
TC9550307465,Randal,C955,05/03/2007,465
TC7980306223,Laetitia,C798,27/03/2006,223
TC4280900942,Priscilla,C428,06/09/2000,942
TC0971104795,Ethan,C097,05/11/2004,795
TC3030704660,Priscilla,C303,04/07/2004,660
TC7050608187,Ursula,C705,17/06/2008,187
TC4660909198,Faris,C466,16/09/2009,198
TC8620402382,Faris,C862,27/04/2002,382
TC4450403910,Maureen,C445,20/04/2003,910
TC3650309774,Nobita,C365,19/03/2009,774
TC5960900753,Priscilla,C596,14/09/2000,753
TC9510307610,Xander,C951,01/03/2007,610
TC6540203225,Tabatha,C654,12/02/2003,225
TC4820109270,Maureen,C482,11/01/2009,270
TC4550614232,Faris,C455,05/06/2014,232
TC7740510137,Xander,C774,03/05/2010,137
TC9220319189,Maureen,C922,26/03/2019,189
TC4090700075,Priscilla,C409,20/07/2000,75
TC2351113063,Yaeger,C235,13/11/2013,63
TC0320219707,Zaccheus,C032,25/02/2019,707
TC8331001834,Beatrice,C833,07/10/2001,834
TC3630712490,Quake,C363,11/07/2012,490
TC2240306626,Quake,C224,13/03/2006,626
TC9391108391,Yaeger,C939,11/11/2008,391
TC4031103584,Quake,C403,16/11/2003,584
TC2281217271,Nobita,C228,09/12/2017,271
TC2570100933,Laetitia,C257,08/01/2000,933
TC8930614609,Maureen,C893,28/06/2014,609
TC1861204222,Nobita,C186,06/12/2004,222
TC3780114841,Ursula,C378,22/01/2014,841
TC5351001536,Katnis,C535,01/10/2001,536
TC5000115591,Victoria,C500,27/01/2015,591
TC4470605434,Dave,C447,23/06/2005,434
TC8890715491,Ophelia,C889,05/07/2015,491
TC1631011164,Xander,C163,08/10/2011,164
TC4470903866,Sven,C447,14/09/2003,866
TC6970807646,Victoria,C697,15/08/2007,646
TC7640416236,Nobita,C764,11/04/2016,236
TC5290710749,Nobita,C529,25/07/2010,749
TC5801220137,Randal,C580,01/12/2020,137
TC6230204441,Quake,C623,26/02/2004,441
TC6970412815,Quake,C697,03/04/2012,815
TC9181106035,Priscilla,C918,10/11/2006,35
TC6870219219,Ethan,C687,13/02/2019,219
TC0000910611,Ava,C000,18/09/2010,611
TC8451004544,Quake,C845,05/10/2004,544
TC6150118018,Zaccheus,C615,02/01/2018,18
TC4720301441,Laetitia,C472,23/03/2001,441
TC9720219314,Yaeger,C972,14/02/2019,314
TC4470107746,Ophelia,C447,02/01/2007,746
TC1030404107,Quake,C103,23/04/2004,107
TC0940804420,George,C094,02/08/2004,420
TC7531100696,Priscilla,C753,08/11/2000,696
TC2210708939,Victoria,C221,26/07/2008,939
TC9550609096,Laetitia,C955,12/06/2009,96
TC4231220263,Ursula,C423,14/12/2020,263
TC2251017891,Maureen,C225,14/10/2017,891
TC1171009176,Nobita,C117,25/10/2009,176
TC2820411121,Yaeger,C282,27/04/2011,121
TC6160207605,Zaccheus,C616,02/02/2007,605
TC7351104687,Randal,C735,15/11/2004,687
TC8980600832,Ethan,C898,21/06/2000,832
TC1160516172,Jean,C116,05/05/2016,172
TC3100502966,Ursula,C310,05/05/2002,966
TC2250513521,Beatrice,C225,23/05/2013,521
TC6000613550,Jean,C600,27/06/2013,550
TC9530209732,Beatrice,C953,08/02/2009,732
TC1280317621,Zaccheus,C128,28/03/2017,621
TC4350316795,Maureen,C435,23/03/2016,795
TC6790211682,Yaeger,C679,27/02/2011,682
TC1130104809,Zaccheus,C113,01/01/2004,809
TC3340609814,Zaccheus,C334,24/06/2009,814
TC4731116185,Laetitia,C473,22/11/2016,185
TC9940615810,Ophelia,C994,06/06/2015,810
TC4680505768,Zaccheus,C468,17/05/2005,768
TC1390608800,Katnis,C139,04/06/2008,800
TC6420710354,Ignis,C642,15/07/2010,354
TC7400302234,Hamilton,C740,03/03/2002,234
TC5530817525,Sven,C553,06/08/2017,525
TC2810210624,Zaccheus,C281,16/02/2010,624
TC6850109762,William,C685,28/01/2009,762
TC1150201892,William,C115,24/02/2001,892
TC1820900742,Dave,C182,23/09/2000,742
TC7590119316,Hamilton,C759,14/01/2019,316
TC2490813231,Xander,C249,21/08/2013,231
TC1301101054,Xander,C130,14/11/2001,54
TC2440801001,Ethan,C244,22/08/2001,1
TC2170614917,Ursula,C217,24/06/2014,917
TC2740703728,Maureen,C274,05/07/2003,728
TC2681016453,Ophelia,C268,03/10/2016,453
TC4980506598,Nobita,C498,28/05/2006,598
TC1771105098,Jean,C177,05/11/2005,98
TC6050919129,Zaccheus,C605,08/09/2019,129
TC8381110693,Katnis,C838,08/11/2010,693
TC2950910727,Quake,C295,06/09/2010,727
TC7680207449,Sven,C768,15/02/2007,449
TC8170915049,Yaeger,C817,22/09/2015,49
TC8790217689,Randal,C879,11/02/2017,689
TC6870115872,Quake,C687,25/01/2015,872
TC7010914179,Ophelia,C701,03/09/2014,179
TC3190803095,Sven,C319,04/08/2003,95
TC8570114641,Zaccheus,C857,24/01/2014,641
TC1860319771,Beatrice,C186,21/03/2019,771
TC6080103261,Ursula,C608,05/01/2003,261
TC3360511982,Laetitia,C336,10/05/2011,982
TC0751207214,Ophelia,C075,02/12/2007,214
TC3480411392,Quake,C348,11/04/2011,392
TC8790819922,Maureen,C879,17/08/2019,922
TC0471014748,George,C047,11/10/2014,748
TC6550117188,George,C655,20/01/2017,188
TC2080918839,Faris,C208,13/09/2018,839
TC9680106688,Tabatha,C968,18/01/2006,688
TC0620608562,Nobita,C062,03/06/2008,562
TC9180108857,Courtney,C918,16/01/2008,857
TC5030202437,Xander,C503,25/02/2002,437
TC3610109306,Tabatha,C361,14/01/2009,306
TC5100607957,Ursula,C510,22/06/2007,957
TC0731004965,Beatrice,C073,26/10/2004,965
TC2101002702,Ava,C210,15/10/2002,702
TC7900401029,Victoria,C790,10/04/2001,29
TC6501102641,Faris,C650,18/11/2002,641
TC8170501055,Quake,C817,23/05/2001,55
TC7100707993,Tabatha,C710,11/07/2007,993
TC2270603676,Xander,C227,22/06/2003,676
TC8650708630,Victoria,C865,09/07/2008,630
TC4081111430,Victoria,C408,17/11/2011,430
TC9760803752,Yaeger,C976,02/08/2003,752
TC8881211200,Priscilla,C888,02/12/2011,200
TC9871113244,Sven,C987,19/11/2013,244
TC7740515530,Jean,C774,16/05/2015,530
TC2740214058,Beatrice,C274,20/02/2014,58
TC3410700200,George,C341,05/07/2000,200
TC0450219216,Nobita,C045,04/02/2019,216
TC9040419098,Victoria,C904,22/04/2019,98
TC9241004639,Ethan,C924,13/10/2004,639
TC1010609041,Sven,C101,12/06/2009,41
TC4210318857,Nobita,C421,09/03/2018,857
TC5380918169,Faris,C538,01/09/2018,169
TC3660505393,Victoria,C366,27/05/2005,393
TC4400504561,William,C440,23/05/2004,561
TC9200619766,William,C920,15/06/2019,766
TC1850803598,George,C185,04/08/2003,598
TC5940520210,Hamilton,C594,03/05/2020,210
TC4440906404,Ophelia,C444,23/09/2006,404
TC7130215814,Katnis,C713,04/02/2015,814
TC9610303763,Randal,C961,03/03/2003,763
TC0880302205,Sven,C088,22/03/2002,205
TC3431200605,George,C343,16/12/2000,605
TC5820817279,Maureen,C582,21/08/2017,279
TC8300812177,Randal,C830,03/08/2012,177
TC9180110056,Ignis,C918,19/01/2010,56
TC0370416013,Zaccheus,C037,12/04/2016,13
TC1370220599,Courtney,C137,20/02/2020,599
TC2010101282,Nobita,C201,14/01/2001,282
TC9150618294,Courtney,C915,20/06/2018,294
TC8720605362,Priscilla,C872,08/06/2005,362
TC5920217315,Ethan,C592,08/02/2017,315
TC1870201912,Laetitia,C187,05/02/2001,912
TC1750509938,Laetitia,C175,13/05/2009,938
TC7411212713,Ursula,C741,07/12/2012,713
TC3871202587,Maureen,C387,09/12/2002,587
TC6721006239,George,C672,11/10/2006,239
TC6550600363,Ursula,C655,22/06/2000,363
TC9690905059,Yaeger,C969,03/09/2005,59
TC0961004304,Ignis,C096,28/10/2004,304
TC9991115027,Katnis,C999,21/11/2015,27
TC5041115639,Nobita,C504,16/11/2015,639
TC6900308229,George,C690,22/03/2008,229
TC4870716358,Courtney,C487,06/07/2016,358
TC1370202372,Sven,C137,18/02/2002,372
TC7911116893,Courtney,C791,12/11/2016,893
TC2470109492,Hamilton,C247,09/01/2009,492
TC1081019631,Hamilton,C108,08/10/2019,631
TC2370707507,Courtney,C237,22/07/2007,507
TC1311103427,Sven,C131,09/11/2003,427
TC2810302371,Ophelia,C281,12/03/2002,371
TC2360606745,Zaccheus,C236,28/06/2006,745
TC3580918963,Ursula,C358,22/09/2018,963
TC3130404129,Faris,C313,09/04/2004,129
TC5021003755,Ava,C502,13/10/2003,755
TC4620500979,William,C462,04/05/2000,979
TC4430311571,Quake,C443,09/03/2011,571
TC7401007434,Priscilla,C740,04/10/2007,434
TC3630809803,Nobita,C363,14/08/2009,803
TC0550602816,Ophelia,C055,14/06/2002,816
TC9360710220,Ava,C936,03/07/2010,220
TC2171104771,Faris,C217,02/11/2004,771
TC8871118535,Zaccheus,C887,26/11/2018,535
TC4461208042,Tabatha,C446,19/12/2008,42
TC2101004338,Sven,C210,19/10/2004,338
TC3290115842,Hamilton,C329,07/01/2015,842
TC0200304312,Priscilla,C020,20/03/2004,312
TC5020301895,Courtney,C502,25/03/2001,895
TC8130203064,Beatrice,C813,16/02/2003,64
TC4241020051,Quake,C424,09/10/2020,51
TC0681220925,George,C068,19/12/2020,925
